LOCATION,Country,VAR,Variable ,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Cell,Flag Codes,Flags
NZL,New Zealand,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,75.474,,
NZL,New Zealand,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,65.029,,
NZL,New Zealand,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,28.432,,
NZL,New Zealand,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,29.022,,
NZL,New Zealand,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,91.841,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
NOR,Norway,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2009,2009,100HAB,Per 100 inhabitants,0,Units,,,57.395,,
NOR,Norway,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,55.006,,
NOR,Norway,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,51.394,,
NOR,Norway,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,67.877,,
NOR,Norway,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,73.41,,
NOR,Norway,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,77.582,,
NOR,Norway,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,85.227,,
NOR,Norway,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,87.167,,
NOR,Norway,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,90.718,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
POL,Poland,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2009,2009,100HAB,Per 100 inhabitants,0,Units,,,36.893,,
POL,Poland,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,40.677,,
POL,Poland,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,41.097,,
POL,Poland,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,48.03,,
POL,Poland,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,43.42,,
POL,Poland,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,42.111,,
POL,Poland,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,44.437,,
POL,Poland,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,60.075,,
POL,Poland,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,75.112,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
PRT,Portugal,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2009,2009,100HAB,Per 100 inhabitants,0,Units,,,21.55,,
PRT,Portugal,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,12.176,,
PRT,Portugal,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,16.962,,
PRT,Portugal,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,23.738,,
PRT,Portugal,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,30.011,,
PRT,Portugal,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,42.577,,
PRT,Portugal,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,47.787,,
PRT,Portugal,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,57.274,,
PRT,Portugal,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,63.61,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
SVK,Slovak Republic,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2009,2009,100HAB,Per 100 inhabitants,0,Units,,,10.2,,
SVK,Slovak Republic,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,14.208,,
SVK,Slovak Republic,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,25.163,,
SVK,Slovak Republic,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,27.644,,
SVK,Slovak Republic,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,42.439,,
SVK,Slovak Republic,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,50.207,,
SVK,Slovak Republic,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,57.849,,
SVK,Slovak Republic,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,68.686,,
SVK,Slovak Republic,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,72.597,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
SVN,Slovenia,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,21.944,,
SVN,Slovenia,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,26.495,,
SVN,Slovenia,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,32.603,,
SVN,Slovenia,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,34.826,,
SVN,Slovenia,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,41.04,,
SVN,Slovenia,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,44.583,,
SVN,Slovenia,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,58.026,,
SVN,Slovenia,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,65.903,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
ESP,Spain,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2009,2009,100HAB,Per 100 inhabitants,0,Units,,,31.745,,
ESP,Spain,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,8.087,,
ESP,Spain,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,39.408,,
ESP,Spain,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,32.93,,
ESP,Spain,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,45.383,,
ESP,Spain,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,52.947,,
ESP,Spain,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,80.527,,
ESP,Spain,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,85.638,,
ESP,Spain,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,91.232,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
SWE,Sweden,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2009,2009,100HAB,Per 100 inhabitants,0,Units,,,55.912,,
SWE,Sweden,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,65.696,,
SWE,Sweden,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,76.726,,
SWE,Sweden,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,82.757,,
SWE,Sweden,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,87.205,,
SWE,Sweden,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,92.728,,
SWE,Sweden,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,98.488,,
SWE,Sweden,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,101.389,,
SWE,Sweden,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,102.218,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
CHE,Switzerland,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2009,2009,100HAB,Per 100 inhabitants,0,Units,,,32.092,,
CHE,Switzerland,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,39.23,,
CHE,Switzerland,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,45.285,,
CHE,Switzerland,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,48.241,,
CHE,Switzerland,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,64.661,,
CHE,Switzerland,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,84.981,,
CHE,Switzerland,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,91.703,,
CHE,Switzerland,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,89.134,,
CHE,Switzerland,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,86.487,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
TUR,Turkey,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2009,2009,100HAB,Per 100 inhabitants,0,Units,,,3.419,,
TUR,Turkey,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,9.889,,
TUR,Turkey,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,17.797,,
TUR,Turkey,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,24.094,,
TUR,Turkey,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,29.657,,
TUR,Turkey,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,40.468,,
TUR,Turkey,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,48.386,,
TUR,Turkey,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,64.538,,
TUR,Turkey,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,71,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
GBR,United Kingdom,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2009,2009,100HAB,Per 100 inhabitants,0,Units,,,25.489,,
GBR,United Kingdom,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,35.724,,
GBR,United Kingdom,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,45.327,,
GBR,United Kingdom,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,57,,
GBR,United Kingdom,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,66.714,,
GBR,United Kingdom,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,74.092,,
GBR,United Kingdom,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,81.802,,
GBR,United Kingdom,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,81.842,,
GBR,United Kingdom,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,80.654,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
USA,United States,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2009,2009,100HAB,Per 100 inhabitants,0,Units,,,46.685,,
USA,United States,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,61.017,,
USA,United States,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,77.611,,
USA,United States,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,86.112,,
USA,United States,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,94.147,,
USA,United States,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,104.795,,
USA,United States,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,116.862,,
USA,United States,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,126.418,,
USA,United States,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,132.353,,
