CO2,Country of birth/nationality,VAR,Variable,GEN,Gender,COU,Country,YEA,Year,Value,Flag Codes,Flags
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,PRT,Portugal,2005,2005,28092,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,PRT,Portugal,2006,2006,22457,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,PRT,Portugal,2007,2007,32599,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,PRT,Portugal,2008,2008,72826,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,PRT,Portugal,2009,2009,61445,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,PRT,Portugal,2010,2010,50747,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,PRT,Portugal,2011,2011,45369,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,PRT,Portugal,2012,2012,38537,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,PRT,Portugal,2013,2013,33246,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,PRT,Portugal,2014,2014,35265,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,PRT,Portugal,2015,2015,37851,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,PRT,Portugal,2016,2016,46921,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SVK,Slovak Republic,2000,2000,4622,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SVK,Slovak Republic,2001,2001,4723,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SVK,Slovak Republic,2002,2002,4784,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SVK,Slovak Republic,2003,2003,4562,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SVK,Slovak Republic,2004,2004,7919,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SVK,Slovak Republic,2005,2005,7665,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SVK,Slovak Republic,2006,2006,11309,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SVK,Slovak Republic,2007,2007,14848,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SVK,Slovak Republic,2008,2008,16470,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SVK,Slovak Republic,2009,2009,14438,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SVK,Slovak Republic,2010,2010,12659,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SVK,Slovak Republic,2011,2011,8224,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SVK,Slovak Republic,2012,2012,2940,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SVK,Slovak Republic,2013,2013,2475,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SVK,Slovak Republic,2014,2014,2418,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SVK,Slovak Republic,2015,2015,3774,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SVK,Slovak Republic,2016,2016,3610,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,ESP,Spain,2000,2000,330881,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,ESP,Spain,2001,2001,394048,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,ESP,Spain,2002,2002,443085,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,ESP,Spain,2003,2003,429524,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,ESP,Spain,2004,2004,645844,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,ESP,Spain,2005,2005,682711,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,ESP,Spain,2006,2006,802971,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,ESP,Spain,2007,2007,920534,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,ESP,Spain,2008,2008,567372,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,ESP,Spain,2009,2009,365367,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,ESP,Spain,2010,2010,330286,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,ESP,Spain,2011,2011,335893,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,ESP,Spain,2012,2012,272489,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,ESP,Spain,2013,2013,248350,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,ESP,Spain,2014,2014,264485,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,ESP,Spain,2015,2015,290005,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,ESP,Spain,2016,2016,354461,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SWE,Sweden,2000,2000,42216,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SWE,Sweden,2001,2001,43833,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SWE,Sweden,2002,2002,47603,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SWE,Sweden,2003,2003,47988,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SWE,Sweden,2004,2004,47580,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SWE,Sweden,2005,2005,51297,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SWE,Sweden,2006,2006,80398,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SWE,Sweden,2007,2007,83536,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SWE,Sweden,2008,2008,83318,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SWE,Sweden,2009,2009,83763,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SWE,Sweden,2010,2010,79036,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SWE,Sweden,2011,2011,75852,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SWE,Sweden,2012,2012,82597,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SWE,Sweden,2013,2013,95361,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SWE,Sweden,2014,2014,106100,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SWE,Sweden,2015,2015,113868,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SWE,Sweden,2016,2016,142986,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,CHE,Switzerland,2000,2000,87448,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,CHE,Switzerland,2001,2001,101353,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,CHE,Switzerland,2002,2002,101876,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,CHE,Switzerland,2003,2003,94049,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,CHE,Switzerland,2004,2004,96270,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,CHE,Switzerland,2005,2005,94357,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,CHE,Switzerland,2006,2006,102657,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,CHE,Switzerland,2007,2007,139685,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,CHE,Switzerland,2008,2008,157271,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,CHE,Switzerland,2009,2009,132444,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,CHE,Switzerland,2010,2010,134171,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,CHE,Switzerland,2011,2011,142471,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,CHE,Switzerland,2012,2012,143783,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,CHE,Switzerland,2013,2013,155401,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,CHE,Switzerland,2014,2014,152106,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,CHE,Switzerland,2015,2015,150432,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,CHE,Switzerland,2016,2016,143100,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,TUR,Turkey,2010,2010,29905,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,GBR,United Kingdom,2000,2000,260424,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,GBR,United Kingdom,2001,2001,262239,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,GBR,United Kingdom,2002,2002,288770,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,GBR,United Kingdom,2003,2003,327405,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,GBR,United Kingdom,2004,2004,434322,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,GBR,United Kingdom,2005,2005,405111,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,GBR,United Kingdom,2006,2006,451702,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,GBR,United Kingdom,2007,2007,455000,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,GBR,United Kingdom,2008,2008,456000,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,GBR,United Kingdom,2009,2009,430000,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,GBR,United Kingdom,2010,2010,459000,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,GBR,United Kingdom,2011,2011,453000,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,GBR,United Kingdom,2012,2012,383000,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,GBR,United Kingdom,2013,2013,406000,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,GBR,United Kingdom,2014,2014,504000,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,GBR,United Kingdom,2015,2015,481000,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,GBR,United Kingdom,2016,2016,454000,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,USA,United States,2000,2000,841002,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,USA,United States,2001,2001,1058902,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,USA,United States,2002,2002,1059356,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,USA,United States,2003,2003,703542,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,USA,United States,2004,2004,957883,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,USA,United States,2005,2005,1122257,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,USA,United States,2006,2006,1266129,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,USA,United States,2007,2007,1052415,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,USA,United States,2008,2008,1107126,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,USA,United States,2009,2009,1130818,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,USA,United States,2010,2010,1042625,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,USA,United States,2011,2011,1062040,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,USA,United States,2012,2012,1031631,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,USA,United States,2013,2013,990553,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,USA,United States,2014,2014,1016518,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,USA,United States,2015,2015,1051031,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,USA,United States,2016,2016,1183505,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,CHL,Chile,2000,2000,18741,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,CHL,Chile,2001,2001,28924,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,CHL,Chile,2002,2002,29942,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,CHL,Chile,2003,2003,29835,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,CHL,Chile,2004,2004,32099,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,CHL,Chile,2005,2005,40793,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,CHL,Chile,2006,2006,37035,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,CHL,Chile,2007,2007,53071,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,CHL,Chile,2008,2008,43577,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,CHL,Chile,2009,2009,35892,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,CHL,Chile,2010,2010,41431,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,CHL,Chile,2011,2011,50651,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,CHL,Chile,2012,2012,65247,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,CHL,Chile,2013,2013,84352,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,CHL,Chile,2014,2014,83549,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,CHL,Chile,2015,2015,101911,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,CHL,Chile,2016,2016,135490,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,EST,Estonia,2004,2004,759,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,EST,Estonia,2005,2005,981,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,EST,Estonia,2006,2006,1488,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,EST,Estonia,2007,2007,1952,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,EST,Estonia,2008,2008,1929,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,EST,Estonia,2009,2009,2229,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,EST,Estonia,2010,2010,1199,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,EST,Estonia,2011,2011,1675,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,EST,Estonia,2012,2012,1107,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,EST,Estonia,2013,2013,1633,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,EST,Estonia,2014,2014,1347,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,EST,Estonia,2015,2015,7370,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,EST,Estonia,2016,2016,7693,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,ISR,Israel,2000,2000,60201,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,ISR,Israel,2001,2001,43473,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,ISR,Israel,2002,2002,33570,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,ISR,Israel,2003,2003,23273,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,ISR,Israel,2004,2004,20899,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,ISR,Israel,2005,2005,21183,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,ISR,Israel,2006,2006,19269,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,ISR,Israel,2007,2007,18131,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,ISR,Israel,2008,2008,13701,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,ISR,Israel,2009,2009,14574,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,ISR,Israel,2010,2010,16633,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,ISR,Israel,2011,2011,16892,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,ISR,Israel,2012,2012,16558,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,ISR,Israel,2013,2013,16884,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,ISR,Israel,2014,2014,24112,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,ISR,Israel,2015,2015,27908,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,ISR,Israel,2016,2016,25977,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SVN,Slovenia,2007,2007,30468,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SVN,Slovenia,2008,2008,43772,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SVN,Slovenia,2009,2009,24168,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SVN,Slovenia,2010,2010,11321,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SVN,Slovenia,2011,2011,17974,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SVN,Slovenia,2012,2012,17277,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SVN,Slovenia,2013,2013,15724,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SVN,Slovenia,2014,2014,18374,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SVN,Slovenia,2015,2015,19928,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,SVN,Slovenia,2016,2016,20028,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,LVA,Latvia,2000,2000,1627,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,LVA,Latvia,2005,2005,1886,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,LVA,Latvia,2006,2006,2801,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,LVA,Latvia,2007,2007,3541,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,LVA,Latvia,2008,2008,3465,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,LVA,Latvia,2009,2009,2688,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,LVA,Latvia,2010,2010,2790,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,LVA,Latvia,2011,2011,2861,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,LVA,Latvia,2012,2012,3666,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,LVA,Latvia,2013,2013,3525,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,LVA,Latvia,2014,2014,4501,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,LVA,Latvia,2015,2015,4505,,
TOT,Total,B11,Inflows of foreign population by nationality,TOT,Total,LVA,Latvia,2016,2016,3448,,
